TIME,48.27123000,10.83497000,15
TIME,48.27090000,10.83436000,15
TIME,48.26952000,10.83270000,15
TIME,48.26732000,10.83298000,15
TIME,48.26503000,10.83790000,15
TIME,48.26473000,10.83832000,15
TIME,48.26430000,10.83937000,15
TIME,48.26222000,10.84556000,15
TIME,48.26177000,10.84656000,15
TIME,48.26137000,10.84855000,15
TIME,48.25967000,10.85782000,15
TIME,48.25860000,10.86353000,15
TIME,48.25827000,10.86568000,15
TIME,48.25762000,10.86854000,15
TIME,48.25690000,10.86805000,15
TIME,48.25691000,10.86735000,15
TIME,48.25923000,10.86659000,15
TIME,48.26363000,10.86648000,15
TIME,48.27114000,10.86809000,15
TIME,48.28546000,10.87324000,15
TIME,48.30396000,10.88129000,15
TIME,48.31949000,10.88753000,15
TIME,48.32280000,10.88796000,15
TIME,48.32755000,10.88701000,15
TIME,48.33091000,10.88687000,15
TIME,48.33731000,10.88927000,15
TIME,48.33917000,10.88970000,15
TIME,48.34195000,10.88858000,15
TIME,48.34353000,10.88647000,15
TIME,48.34529000,10.88233000,15
TIME,48.34698000,10.87467000,15
TIME,48.34808000,10.87109000,15
TIME,48.35042000,10.86230000,15
TIME,48.35317000,10.85544000,15
TIME,48.35503000,10.85247000,15
TIME,48.35704000,10.85106000,15
TIME,48.35878000,10.85107000,15
TIME,48.36469000,10.85398000,15
TIME,48.36991000,10.85492000,15
TIME,48.37386000,10.85626000,15
TIME,48.37839000,10.85743000,15
TIME,48.38194000,10.85803000,15
TIME,48.38597000,10.85974000,15
TIME,48.38990000,10.86156000,15
TIME,48.39452000,10.86336000,15
TIME,48.39580000,10.86454000,15
TIME,48.39646000,10.86575000,15
TIME,48.39736000,10.86823000,15
TIME,48.39854000,10.86958000,15
TIME,48.40094000,10.87046000,15
TIME,48.40309000,10.87219000,15
TIME,48.40499000,10.87418000,15
TIME,48.40641000,10.87472000,15
TIME,48.40794000,10.87452000,15
TIME,48.41225000,10.87293000,15
TIME,48.41281000,10.87311000,15
TIME,48.41384000,10.87416000,15
TIME,48.41427000,10.87543000,15
TIME,48.41429000,10.87819000,15
TIME,48.41406000,10.88999000,15
TIME,48.41311000,10.89973000,15
TIME,48.40374000,10.95645000,15
TIME,48.40170000,10.96913000,15
TIME,48.40144000,10.97419000,15
TIME,48.40141000,10.98704000,15
TIME,48.39955000,11.01409000,15
TIME,48.39883000,11.01841000,15
TIME,48.39698000,11.02504000,15
TIME,48.39613000,11.02974000,15
TIME,48.39590000,11.03418000,15
TIME,48.39653000,11.05091000,15
TIME,48.39608000,11.05699000,15
TIME,48.39478000,11.06261000,15
