TIME,48.26963000,10.83289000,15
TIME,48.26826000,10.83083000,15
TIME,48.26853000,10.82936000,15
TIME,48.26853000,10.82757000,15
TIME,48.26884000,10.82483000,15
TIME,48.27000000,10.82103000,15
TIME,48.27049000,10.81920000,15
TIME,48.27052000,10.81845000,15
TIME,48.27085000,10.81484000,15
TIME,48.27217000,10.81001000,15
TIME,48.27437000,10.80595000,15
TIME,48.27453000,10.80480000,15
TIME,48.27150000,10.80119000,15
TIME,48.26956000,10.79964000,15
TIME,48.26899000,10.79852000,15
TIME,48.26888000,10.79791000,15
TIME,48.26919000,10.79618000,15
TIME,48.27217000,10.79009000,15
TIME,48.27307000,10.78891000,15
TIME,48.27312000,10.78764000,15
TIME,48.27313000,10.78610000,15
TIME,48.27267000,10.78536000,15
TIME,48.27217000,10.78405000,15
TIME,48.27051000,10.77877000,15
TIME,48.26561000,10.77542000,15
TIME,48.26281000,10.77460000,15
TIME,48.26200000,10.77340000,15
TIME,48.25960000,10.76774000,15
TIME,48.26034000,10.75992000,15
TIME,48.26030000,10.75493000,15
TIME,48.26162000,10.74532000,15
TIME,48.26126000,10.74343000,15
TIME,48.25962000,10.73915000,15
TIME,48.25909000,10.73535000,15
TIME,48.25847000,10.73146000,15
TIME,48.25772000,10.73035000,15
TIME,48.25698000,10.73074000,15
TIME,48.25616000,10.72732000,15
TIME,48.25386000,10.72013000,15
TIME,48.25274000,10.71500000,15
TIME,48.25144000,10.71121000,15
TIME,48.25079000,10.70660000,15
TIME,48.25028000,10.70467000,15
TIME,48.25056000,10.70068000,15
TIME,48.25022000,10.69918000,15
TIME,48.24985000,10.69833000,15
TIME,48.24984000,10.69715000,15
TIME,48.25013000,10.69549000,15
TIME,48.24959000,10.69448000,15
TIME,48.24816000,10.69336000,15
TIME,48.24794000,10.69253000,15
TIME,48.24715000,10.69044000,15
TIME,48.24742000,10.68832000,15
TIME,48.24772000,10.68540000,15
TIME,48.24705000,10.68075000,15
TIME,48.24670000,10.67310000,15
TIME,48.24540000,10.66729000,15
TIME,48.24458000,10.66248000,15
TIME,48.24336000,10.65938000,15
TIME,48.24310000,10.65617000,15
TIME,48.24270000,10.65318000,15
TIME,48.24187000,10.65096000,15
TIME,48.24137000,10.64793000,15
TIME,48.24197000,10.64502000,15
TIME,48.24283000,10.64300000,15
TIME,48.24433000,10.63983000,15
TIME,48.24550000,10.63823000,15
TIME,48.24631000,10.63679000,15
TIME,48.24685000,10.63583000,15
TIME,48.24817000,10.63464000,15
TIME,48.24890000,10.63169000,15
TIME,48.24877000,10.62678000,15
TIME,48.24894000,10.62466000,15
TIME,48.24854000,10.62279000,15
TIME,48.24850000,10.62029000,15
TIME,48.24847000,10.61653000,15
TIME,48.24906000,10.61440000,15
TIME,48.24933000,10.61303000,15
TIME,48.25067000,10.61181000,15
TIME,48.25366000,10.60721000,15
TIME,48.25476000,10.60601000,15
TIME,48.25521000,10.60282000,15
TIME,48.25630000,10.60071000,15
TIME,48.25784000,10.60153000,15
TIME,48.26059000,10.60174000,15
TIME,48.26189000,10.60350000,15
TIME,48.26411000,10.60477000,15
TIME,48.26565000,10.60358000,15
TIME,48.26662000,10.60129000,15
TIME,48.26707000,10.59894000,15
TIME,48.26739000,10.59588000,15
TIME,48.26766000,10.59264000,15
TIME,48.26784000,10.58981000,15
TIME,48.26715000,10.58570000,15
TIME,48.26721000,10.58250000,15
TIME,48.26713000,10.57680000,15
TIME,48.26689000,10.56501000,15
